CONTENT,from_user_description
RT @SirJadeja: PM Narendra Modi Trolls WB CM Mamata Banerjee With Politeness.RT &amp; Spread If U Like It#BlackMoney #Demonetizationhttps:/,"Embedded System Design Engineer ... .Interested in New Technology ,sports,films and News"
"1 Jawan Dead, 2 Injured. 7th terror attack in the last one week.Solders die: no concern; #demonetization: #OppositionRattled #Nagrota","My hunger for knowledge, zeal to explore new things, stubborness to win & cool attitude to life is enough to judge me! #ThatsMyStyle #WritingForte #Writer"
1 Days Leftwoow today i completed my training for #bitcoinmining in the era of #demonetization understand the... https://t.co/PhfCB2RuUF,Simple and willing to help everybody???BUT BE CONSCIOUS???
In which I write about India's cash #demonetization queues https://t.co/qmnX5bJHv2 @BBCWorld #queues @BBCNewsAsia @BBCBusiness,BBC News
RT @peter_vas: any chance Amartya Sen can be persuaded to do #AwardWapsi for #Demonetization? Much better protest than wasting time on sill,Living peacefully.
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !",
#NAMO through his #demonetization has taught us all something. #Indians aren't lazy or passive. We are moving ahead #IAmWithModi,"Physician, author, image preserver, dreamer of a better tomorrow..."
@TruthOfGujarat the death toll due to #demonetization will touch 100 before the end of november #cashchaos,
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !",#Shipping #Logistics Expert | Contributor to #Coastal Shipping in #India | Biggest #Bhakt of @narendramodi  | Views personal | RTs not endorsement |
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !","Aspiring Chartered Accountant , Maniac, Tolerant at times Intolerant, No addictions, Free Counsellor, Self Proclaimed Celebrity..My views on politics=Arnab's!"
RT @kpic999: #????_?????_??_???_?? Why #demonetization was required - for the patriots not aaptards https://t.co/F706jyidL6,Driven by the embers within.
It's a big news..In other way around ?12K crore spent upon to nab 469 Maoists. Great job.#demonetization https://t.co/E7CEWutcOQ,Indian
"@ArvindKejriwal sir, you started as a pillar against corruption. U should have agressively supported #demonetization. Helped people in Ques.","Engineer by profession, electronics is my passion. I strive to Design & Make in India and kill Chinese imports. Jai Hind."
My reaction when I got money from ATM after a long wait.#Demonetization #ChangeYourCurrency #DemonetizationEffects https://t.co/UWXPw7Mzys,"Compares & Curates Top 12 shopping websites of India under one roof. 4crore+ products. #shopsmart
http://t.co/cg8f8l8U6f #PriceComparisonWebsite #ComparePrices"
"@narendramodi Sir i had some server issues with the NaMo App, so telling you here. #demonetization is a historic step towards a better India","IT Guy and a Book and Movie lover,Technology Enthusiast"
RT @iOnkarPandey: #DeMonetization leads to largest Maoist surrenders564 Maoists &amp; their sympathisers surrendered in the last 28 days http,"Techie, Corp Quality Program  & Innovation Mgmt. Like Politics & Tech. Nationalist, NaMo Fan, Occasional Poet, Karma, Tweets show personal view, RT?Endorsement"
Who will crack this Da Vinci code? #demonetization https://t.co/Lu3IWnSeXG https://t.co/b7gm3mvSKC,"Physicist | Writer. Tweets mostly in English, occasional Marathi, Hindi and Italian."
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !",I AM RETIRED vice principal of college education RSS Swayamsevak & Nationalist ideology with follow BJP ideology & follower of Modi but not blind bhakt
"RT @Devinder_Sharma: While the nation suffers the trauma of #demonetization, Govt allows tax evaders to keep 50% of their black money. http","Aam Aadmi,Who truly believes That #BJP & #Congress Both Are In Collusion For Looting This Country.Retweets are NOT endorsement."
RT @BadnaamEng: @manakgupta Still they'll b happy exchanging 20-30 %rather than paying 50% fine. Actually #demonetization is a failure. @Ro,Individual rights r not subject 2 public vote;a majority has no right 2 vote away the rights of minority;& the smallest minority on earth is the Individual.
#????_?????_??_???_?? Why #demonetization was required - for the patriots not aaptards https://t.co/F706jyidL6,Believe Netaji Subhash still alive and Follow NaMo the Game Changer. Ek Bharat Shrest Bharat. Followback.
#Demonetization still troubling the young. Just bonded with a digital designer struggling to find cash for a coffee (card machine problems),"Executive Vice Chairperson, Apollo Hospitals Group & President Designate - CII"
"RT @prasanto: Calvin &amp; Hobbes on #Demonetization, by @krishashok. Brilliant. reposting, with author credit. https://t.co/J41NWIQQAe",Macro strategy focused on fx - sport and politics on the side
RT @preeti_chopra2: Hi @sardesairajdeep Any thoughts on #Demonetization? Cc @arungiri https://t.co/cvaJx4JGQe,"Wannabe lawyer/economist/banker. Connoisseur of Item songs. Anti-hypocrites. Sucker for romantic songs. Likes Cafe Misto, Green Tea frappe, Sushi."
@TruthOfGujarat Soon the followers also will be arrested if the tweet is against #demonetization,
"Best chance... Convert your black money into white, before Modi Ji change his decision and make u beggar again. ?????? https://t.co/rJfcVb6o8f","Indian Politics, Current affairs & Cricket. RTs are not endorsement. Nation First ??????? ???? ?? ?? ! ????? ????? !"
One of the key beneficiaries from #Demonetization? TVS Electronics zooms over 75% in one week https://t.co/FfVUddftrv,"Economist, @teraptor - the upstream in tech, @dreamchip_soc @v1smartsite . @gravity_v20. RT isn't endorsement"
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !","Proud Indian Bullet Bike Lover
 Virat Kohli is my World??
 #RanbirKapoor is my everything?? 

#Respecting Indian Army Forever"
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !",Who Cares..? Walk like a King.. Its your fucking life.. Do whatever u want..
"@ArvindKejriwal #demonetization is depicted as mere inconvenience, where it is disaster for common man n media fails to address this",
RT @upadhyayumesh: Why #demonetization is a politically bold move by @narendramodi ? My take https://t.co/GYgi2QQj8b https://t.co/1aC0BSM0,
RT @peter_vas: any chance Amartya Sen can be persuaded to do #AwardWapsi for #Demonetization? Much better protest than wasting time on sill,Suspended by @Twitter without knowing Rajni can strike Back ---- @rajsan2012
"RT @sukanyaiyer2: #OppositionRattled Our PM Modi with his historic move #DeMonetization exposed those who couldn't hoard,with this move opp","@Aparajita_Durga for tweets !!
True Nationalist !! Modi Bhakta !!
Jai Hind !! Jai Bharat !!"
RT @bsindia: Banks get about Rs 8.45 lakh cr worth of scrapped notes: RBI#demonetization https://t.co/LLIWAKYS6T https://t.co/oAAM7RS2H3,
RT @chhabs: My bank is short of cash and only giving out Rs 4000 &amp; the ATM is shut! Jolly good days of #demonetization! https://t.co/15SMCs,"Writer and filmmaker from Kathmandu, Nepal."
#demonetization @narendramodi  asks BJP lawmakers to submit details of bank transactions between November 8 and December 31 to @AmitShah,President Bhagyoday Jan Parishad/Associated with BJP/Social Activist/Builder by profession/ Movie lover/Traveller/Foodie and yet trying to find my self. Gujarat
Indian govt. has more schemes than any supermarket!! ????#amnestyschemes #demonetization #fightagainstblackmoney,
RT @alok_bhatt: Leave economics of #DeMonetization aside; the biggest takeaway of #DeMonetisation is that currency isnt that important as w,"An IIT Graduate, engineer with a poetic mind, singer's throat,philosopher's attitude,calligrapher's hand , proud Sanghi.hate traitor Congis n idiot aaptards"
#BlackMoney hoarders in #Vizag lose hope of a #Demonetization roll back!Approach commission agents to change to wh https://t.co/O4Qn6bN8K1,"Rated :: Most active Twitter Handle for Vizag / Visakhapatnam, #AP's largest City. RTs not our views."
My bank is short of cash and only giving out Rs 4000 &amp; the ATM is shut! Jolly good days of #demonetization! https://t.co/15SMCs65B7,"Author, Shashi Kapoor: The Householder, the Star, freelance writer, dir New York Indian Film Festival, Silk Screen Asian American Film Festival, paneer lover."
"RT @dhume: Moody's is cautiously optimistic on #demonetization: short term pain, but likely medium term gains. https://t.co/8V50cX3jyF",I want Bharat to be a superpower. A proud Hindu.
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !","proud punjabi hindu..Modi fan,journalist,jai hind.."
Will you soon be able to buy cell phones using demonetized notes? https://t.co/OS7AQEXEjk #smartphones #demonetization,"OMG-inducing, share-compelling, like-attracting, clutter-breaking, thought-provoking, content from the countrys leading content curators-India Syndicate"
"RT @shilpakannan: #Demonetization queues 'almost a throwback to the days of the centrally planned,socialist economy' writes @soutikBBC http",
Hi @sardesairajdeep Any thoughts on #Demonetization? Cc @arungiri https://t.co/cvaJx4JGQe,"Extreme Right, Jingoistic, Anti-Islamic. Love Modi, Putin, Trump, Netanyhu"
"@narendramodi Congratulations. However, @BJP4India lagging behind in reach-out to rural masses to dispel false rumours agst #demonetization",
RT @merinews: #Akodara #India's first #digital #village that is totaly immune to the side-effects of #demonetization https://t.co/sZR1Lbj87,Looking ahead for good governance and peace around the world. Loka Samstha Sukhino Bhavanthu
@ArvindKejriwal  OMG..he seriously need help!! #demonetization #ModiSarkar,"Engg,  Banker, twitter making me insomniac!.,news junkie..."
"Retailers driving digital card #retail #CashlessEconomy #demonetization #onlinepayments Read here, wt r d afterefec https://t.co/ihAORcepbR",DQ Channels serves as the link between the vendors and Solution Providers and takes up business issues concerning the channels.
@RBI @FinMinIndia @PMOIndia @narendramodi some Marchant are charging extra 2? transection charges how to report this.. #demonetization,Indian
RT @musicaltrees: #demonetization has maimed terror financing IsI. Time now to destroy desi sleeper cells.Abolish immunity to Muslim MPs@,"??????????????????? ?? ????? ??????Calls spade a spade?RTs/Favs/Quotes ?Approvals?...**LibLunatics, buzz off!"
RT @ShashiTharoor: More disquieting news for those who naively hoped that @PMOIndia had done its homework&amp;planning b4 #demonetization:http,????? ??????? ???????? ???? ????? ??????? ???? ????? ????????? ?? ?? ??? ???? ?????? ??? ????? ???????? ????? ??????? ?.???
Are the people who support #DeMonetization indeed thoughtless? #Medium https://t.co/5z6FqkJeM1,"Journey through our times & all other times. As critics, explorers, observers, our own voices. The world is a giant ball of wool & we are cats. Ready to pounce."
"RT @Devinder_Sharma: While the nation suffers the trauma of #demonetization, Govt allows tax evaders to keep 50% of their black money. http",COST AND MANAGEMENT ACCOUNTANT
RT @kanimozhi: Thanks to #demonetization 75% reduction in crime rate in India. Black money seems to be the sole reason 4 all problems in In,"bussiness devolpment manager in ABLE lighting. naturalist ,admire of PM Modi,&pakka sangh wala"
"RT @sukanyaiyer2: #OppositionRattled Our PM Modi with his historic move #DeMonetization exposed those who couldn't hoard,with this move opp","IT Professional,Proud to be an indian,True supporter of RSS. Die hard for Hinduism ,Great Namo fan"
RT @ShashiTharoor: More disquieting news for those who naively hoped that @PMOIndia had done its homework&amp;planning b4 #demonetization:http,Spokesperson MPCC President Priyadarshini Ek Vichar #Social #Political #Activist
"VILLAGES r not EDUCATED to use E-WALLET,its not in REGIONAL LANGUAGES~  #demonetization @arunjaitley @PMOIndia @NITIAayog @narendramodi","BorN to ACHiEVE, not to GiVEUP.          ??? ???????????."
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !","IT Professional,Proud to be an indian,True supporter of RSS. Die hard for Hinduism ,Great Namo fan"
"RT @Devinder_Sharma: While the nation suffers the trauma of #demonetization, Govt allows tax evaders to keep 50% of their black money. http",Vedanta=Ending of Knowledge.
#demonetization @PMOIndia @narendramodi   U made a big mistake,Cool like #ice
"#Irony - @therajkundra asks not to believe everything you read in the press, while quoting press reports to make a point on #demonetization","Interests - Numbers, Sports, Movies, Music, Bacardi"
Its more like..#paytmkaro warna VDS bharo.. #demonetization,IT Engineer ne Marketing me MBA kia aur socha chalo Business hi kar lete hai.. story till date
1 Days Leftwoow today i completed my training for #bitcoinmining in the era of #demonetization understand the... https://t.co/PUvJqmru9r,Simple and willing to help everybody???BUT BE CONSCIOUS???
"RT @SirJadeja: Yes, #????_?????_??_???_??. Firki Of All Corrupts &amp; #BlackMoney Holders. Love To See #OppositionRattled By #DeMonetization !",StAy coOl ;-)
@TheOfficialSBI @AxisBank y housing loans interest rates r not linked to FD rates?? Should move down faster @RBI #demonetization and,"Civil Engg. by degree not by profession, No political views, Love discussions f2f not online.."
